OrderNumber,SalesChannel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,SalesTeam,_CustomerID,Customer,Sales_Region,_StoreID,_ProductID,Product,OrderQuantity,DiscountApplied,UnitPrice,UnitCost,CityName,County,StateCode,State,Type,Latitude,Longitude,AreaCode,Population,HouseholdIncome,MedianIncome,LandArea,WaterArea,TimeZone
SO - 0003918,In-Store,WARE-XYS1001,5/15/2019,8/23/2019,9/18/2019,9/25/2019,USD,2,Keith Griffin,31,Uriel Group,Northeast,4,2,Photo Frames,1.000000,0.075000,1105.500000,851.24,Montgomery,Montgomery County,AL,Alabama,City,32.366810,-86.299970,334.000000,200602.000000,79866.000000,42927.000000,413985435.000000,4411954.000000,America/Chicago
SO - 0003919,Online,WARE-XYS1001,5/15/2019,8/23/2019,8/30/2019,9/7/2019,USD,20,Anthony Torres,25,Prasco Group,West,48,24,Wall Frames,5.000000,0.100000,2807.300000,2049.33,Los Angeles,Los Angeles County,CA,California,City,34.052230,-118.243680,213.000000,3971883.000000,1342761.000000,50205.000000,1214027148.000000,88124562.000000,America/Los Angeles
SO - 0003920,Online,WARE-NBV1002,5/15/2019,8/24/2019,9/15/2019,9/23/2019,USD,16,Anthony Berry,13,Ole Group,West,78,30,Wall Coverings,3.000000,0.050000,2284.700000,1690.68,Santa Rosa,Sonoma County,CA,California,City,38.440470,-122.714430,707.000000,174972.000000,64088.000000,61050.000000,106947059.000000,531185.000000,America/Los Angeles
SO - 0003921,In-Store,WARE-NMK1003,5/15/2019,8/24/2019,8/29/2019,8/30/2019,USD,6,Joshua Bennett,46,U.S. Ltd,Northeast,114,32,Vases,3.000000,0.200000,1118.900000,648.96,Brandon,Hillsborough County,FL,Florida,CDP,27.937800,-82.285920,813.000000,106604.000000,40453.000000,56464.000000,85738633.000000,4903052.000000,America/New York
SO - 0003922,In-Store,WARE-MKL1006,5/15/2019,8/24/2019,9/12/2019,9/16/2019,USD,8,George Lewis,32,OHTA'S Corp,West,340,26,Candles,5.000000,0.100000,2224.400000,1468.10,San Antonio,Bexar County/Comal County/Medina County,TX,Texas,City,29.472400,-98.525140,210.000000,1469845.000000,488645.000000,46744.000000,1193951388.000000,14825948.000000,America/Chicago
SO - 0003923,Distributor,WARE-NMK1003,5/15/2019,8/24/2019,9/15/2019,9/23/2019,USD,24,Roy Rice,1,Avon Corp,Midwest,201,11,Ornaments,3.000000,0.100000,1983.200000,872.61,Baton Rouge,East Baton Rouge Parish,LA,Louisiana,City,30.450750,-91.154550,225.000000,228590.000000,88476.000000,39876.000000,222547923.000000,5682680.000000,America/Chicago
SO - 0003924,Distributor,WARE-PUJ1005,5/15/2019,8/24/2019,9/10/2019,9/19/2019,USD,24,Roy Rice,9,Ei ,Midwest,262,46,Sculptures,8.000000,0.050000,1132.300000,486.89,Buffalo,Erie County,NY,New York,City,42.886450,-78.878370,716.000000,258071.000000,110549.000000,31918.000000,104592941.000000,31362925.000000,America/New York
SO - 0003925,In-Store,WARE-PUJ1005,5/15/2019,8/24/2019,9/8/2019,9/9/2019,USD,2,Keith Griffin,7,New Ltd,Northeast,295,20,Bar Tools,7.000000,0.050000,1929.600000,1041.98,Pittsburgh,Allegheny County,PA,Pennsylvania,City,40.440620,-79.995890,412.000000,304391.000000,132468.000000,40715.000000,143423857.000000,7692318.000000,America/New York
SO - 0003926,Online,WARE-UHY1004,5/15/2019,8/24/2019,9/13/2019,9/21/2019,USD,15,Roger Alexander,20,Pacific Ltd,Midwest,259,9,Baseball,5.000000,0.050000,3993.200000,1836.87,Babylon (Town),Suffolk County,NY,New York,Town,40.640920,-73.316690,631.000000,213776.000000,68789.000000,80327.000000,135481314.000000,160302131.000000,America/New York
SO - 0003927,Wholesale,WARE-UHY1004,5/15/2019,8/24/2019,8/26/2019,8/31/2019,USD,26,Donald Reynolds,41,Weimei Corp,South,248,47,Audio,5.000000,0.050000,207.700000,128.77,Albuquerque,Bernalillo County,NM,New Mexico,City,35.084490,-106.651140,505.000000,559121.000000,222098.000000,47030.000000,487357375.000000,4655624.000000,America/Denver
SO - 0003928,Online,WARE-NBV1002,5/15/2019,8/25/2019,9/15/2019,9/20/2019,USD,19,Nicholas Cunningham,42,Llorens Ltd,South,67,43,Festive,4.000000,0.050000,1072.000000,793.28,Salinas,Monterey County,CA,California,City,36.677740,-121.655500,831.000000,157380.000000,40892.000000,49840.000000,61150707.000000,98696.000000,America/Los Angeles
SO - 0003929,Wholesale,WARE-XYS1001,5/15/2019,8/25/2019,9/6/2019,9/12/2019,USD,26,Donald Reynolds,10,21st Ltd,South,38,5,Bathroom Furniture,7.000000,0.075000,6532.500000,2939.63,Fullerton,Orange County,CA,California,City,33.870290,-117.925340,657.000000,140847.000000,45031.000000,65974.000000,58100816.000000,28063.000000,America/Los Angeles
SO - 0003930,In-Store,WARE-MKL1006,5/15/2019,8/25/2019,9/8/2019,9/14/2019,USD,11,Joshua Little,12,Medline ,South,347,43,Festive,3.000000,0.300000,1983.200000,1427.90,West Jordan,Salt Lake County,UT,Utah,City,40.609670,-111.939100,385.000000,111946.000000,31742.000000,68442.000000,83717638.000000,0.000000,America/Denver
SO - 0003931,In-Store,WARE-PUJ1005,5/15/2019,8/25/2019,8/29/2019,8/31/2019,USD,9,Joshua Ryan,18,Eminence Corp,Midwest,288,35,Table Linens,4.000000,0.050000,1916.200000,1015.59,Eugene,Lane County,OR,Oregon,City,44.052070,-123.086750,541.000000,163460.000000,66093.000000,43101.000000,114273476.000000,58974.000000,America/Los Angeles
SO - 0003932,Distributor,WARE-UHY1004,5/15/2019,8/25/2019,9/8/2019,9/12/2019,USD,21,Samuel Fowler,9,Ei ,Midwest,225,13,Bakeware,7.000000,0.075000,3919.500000,1685.39,Springfield,Christian County/Greene County,MO,Missouri,City,37.194150,-93.291300,417.000000,166810.000000,71268.000000,33557.000000,213158276.000000,1530246.000000,America/Chicago
SO - 0003933,In-Store,WARE-PUJ1005,5/15/2019,8/25/2019,9/1/2019,9/10/2019,USD,7,Shawn Cook,21,Ohio ,Midwest,288,25,TV and video,8.000000,0.100000,6277.900000,2636.72,Eugene,Lane County,OR,Oregon,City,44.052070,-123.086750,541.000000,163460.000000,66093.000000,43101.000000,114273476.000000,58974.000000,America/Los Angeles
SO - 0003934,Wholesale,WARE-NBV1002,5/15/2019,8/25/2019,9/22/2019,9/30/2019,USD,27,Shawn Torres,7,New Ltd,Northeast,85,19,Vanities,1.000000,0.050000,1031.800000,588.13,Vallejo,Solano County,CA,California,City,38.104090,-122.256640,707.000000,121253.000000,41216.000000,57028.000000,79438815.000000,48871171.000000,America/Los Angeles
SO - 0003935,In-Store,WARE-NBV1002,5/15/2019,8/25/2019,9/4/2019,9/7/2019,USD,4,Chris Armstrong,18,Eminence Corp,Northeast,67,8,Cocktail Glasses,2.000000,0.150000,2606.300000,2137.17,Salinas,Monterey County,CA,California,City,36.677740,-121.655500,831.000000,157380.000000,40892.000000,49840.000000,61150707.000000,98696.000000,America/Los Angeles
SO - 0003936,Distributor,WARE-MKL1006,5/15/2019,8/25/2019,9/8/2019,9/12/2019,USD,21,Samuel Fowler,22,Capweld ,Midwest,332,24,Wall Frames,2.000000,0.050000,2003.300000,1282.11,Midland,Martin County/Midland County,TX,Texas,City,32.024640,-102.113470,432.000000,132950.000000,43214.000000,69173.000000,192622240.000000,460027.000000,America/Chicago
SO - 0003937,Wholesale,WARE-PUJ1005,5/15/2019,8/25/2019,9/14/2019,9/17/2019,USD,26,Donald Reynolds,5,Procter Corp,South,262,30,Wall Coverings,5.000000,0.150000,5601.200000,2296.49,Buffalo,Erie County,NY,New York,City,42.886450,-78.878370,716.000000,258071.000000,110549.000000,31918.000000,104592941.000000,31362925.000000,America/New York
SO - 0003938,In-Store,WARE-NMK1003,5/15/2019,8/26/2019,9/19/2019,9/24/2019,USD,5,Stephen Payne,44,Winthrop ,South,103,46,Sculptures,1.000000,0.150000,2525.900000,1793.39,Bridgeport,Fairfield County,CT,Connecticut,City,41.167040,-73.204830,203.000000,147629.000000,50367.000000,41801.000000,41591056.000000,8721419.000000,America/New York
SO - 0003939,Wholesale,WARE-PUJ1005,5/15/2019,8/26/2019,9/1/2019,9/8/2019,USD,27,Shawn Torres,46,U.S. Ltd,Northeast,286,12,Dining Furniture,2.000000,0.050000,2304.800000,1590.31,Oklahoma City,Canadian County/Pottawatomie County/Oklahoma County/Cleveland County,OK,Oklahoma,City,35.467080,-97.513660,405.000000,631346.000000,232254.000000,47779.000000,1570317627.000000,37245501.000000,America/Chicago
SO - 0003940,In-Store,WARE-XYS1001,5/15/2019,8/26/2019,9/14/2019,9/18/2019,USD,7,Shawn Cook,29,"Apotheca, Ltd",Midwest,46,8,Cocktail Glasses,7.000000,0.150000,2010.000000,1447.20,Lancaster,Los Angeles County,CA,California,City,34.698040,-118.136740,661.000000,161103.000000,47427.000000,47225.000000,244230402.000000,681671.000000,America/Los Angeles
SO - 0003941,Wholesale,WARE-NMK1003,5/15/2019,8/26/2019,9/3/2019,9/11/2019,USD,27,Shawn Torres,24,Burt's Corp,Northeast,92,5,Bathroom Furniture,7.000000,0.100000,167.500000,110.55,Boulder,Boulder County,CO,Colorado,City,40.014990,-105.270550,303.000000,107349.000000,42165.000000,58484.000000,64333756.000000,2612601.000000,America/Denver
SO - 0003942,Online,WARE-NMK1003,5/15/2019,8/26/2019,9/16/2019,9/25/2019,USD,16,Anthony Berry,34,OUR Ltd,West,121,23,Accessories,3.000000,0.100000,2525.900000,1010.36,Hialeah,Miami-Dade County,FL,Florida,City,25.857600,-80.278110,305.000000,237069.000000,69219.000000,29249.000000,55623172.000000,3481216.000000,America/New York
SO - 0003943,In-Store,WARE-MKL1006,5/15/2019,8/27/2019,9/2/2019,9/12/2019,USD,12,Carl Nguyen,3,"Elorac, Corp",Midwest,343,5,Bathroom Furniture,1.000000,0.075000,1192.600000,500.89,Waco,McLennan County,TX,Texas,City,31.549330,-97.146670,254.000000,132356.000000,46719.000000,33147.000000,230561142.000000,31850141.000000,America/Chicago
SO - 0003944,In-Store,WARE-XYS1001,5/15/2019,8/27/2019,9/17/2019,9/24/2019,USD,5,Stephen Payne,44,Winthrop ,South,11,25,TV and video,1.000000,0.100000,268.000000,171.52,Phoenix,Maricopa County,AZ,Arizona,City,33.448380,-112.074040,602.000000,1563025.000000,525610.000000,47326.000000,1340692038.000000,3247104.000000,America/Phoenix
SO - 0003945,Online,WARE-UHY1004,5/15/2019,8/27/2019,9/22/2019,9/27/2019,USD,16,Anthony Berry,35,Amylin Group,West,255,16,Stemware,4.000000,0.150000,1132.300000,611.44,Reno,Washoe County,NV,Nevada,City,39.529630,-119.813800,775.000000,241445.000000,92283.000000,47012.000000,277887963.000000,7380237.000000,America/Los Angeles
SO - 0003946,In-Store,WARE-PUJ1005,5/15/2019,8/27/2019,9/8/2019,9/13/2019,USD,6,Joshua Bennett,42,Llorens Ltd,Northeast,283,40,Rugs,5.000000,0.100000,1809.000000,1175.85,Toledo,Lucas County,OH,Ohio,City,41.663940,-83.555210,419.000000,279789.000000,117531.000000,33687.000000,209065315.000000,8887951.000000,America/New York
SO - 0003947,Online,WARE-NMK1003,5/15/2019,8/27/2019,9/5/2019,9/12/2019,USD,19,Nicholas Cunningham,18,Eminence Corp,South,188,43,Festive,2.000000,0.075000,1118.900000,671.34,Perry,Marion County,IN,Indiana,Township,39.676740,-86.156160,317.000000,113236.000000,44154.000000,44302.000000,118291390.000000,259404.000000,America/Indiana/Indianapolis
SO - 0003948,In-Store,WARE-PUJ1005,5/15/2019,8/27/2019,9/21/2019,9/30/2019,USD,6,Joshua Bennett,45,Nipro ,Northeast,300,31,Candleholders,4.000000,0.050000,1025.100000,697.07,Sioux Falls,Minnehaha County/Lincoln County,SD,South Dakota,City,43.538340,-96.732000,605.000000,171544.000000,65538.000000,52494.000000,195275757.000000,1354349.000000,America/Chicago
SO - 0003949,In-Store,WARE-XYS1001,5/15/2019,8/28/2019,9/15/2019,9/18/2019,USD,7,Shawn Cook,10,21st Ltd,Midwest,2,28,Phones,6.000000,0.075000,3088.700000,2069.43,Huntsville,Limestone County/Madison County,AL,Alabama,City,34.699010,-86.672980,256.000000,190582.000000,78554.000000,48775.000000,552604579.000000,3452021.000000,America/Chicago
SO - 0003950,Distributor,WARE-XYS1001,5/15/2019,8/28/2019,9/4/2019,9/8/2019,USD,25,Patrick Graham,43,"Exact-Rx, Corp",South,22,23,Accessories,4.000000,0.075000,978.200000,528.23,Chula Vista,San Diego County,CA,California,City,32.640000,-117.084170,619.000000,265757.000000,78066.000000,65185.000000,128544440.000000,6380135.000000,America/Los Angeles
SO - 0003951,Online,WARE-NBV1002,5/15/2019,8/28/2019,9/25/2019,9/28/2019,USD,17,Frank Brown,47,Niconovum Corp,Northeast,85,9,Baseball,5.000000,0.150000,261.300000,177.68,Vallejo,Solano County,CA,California,City,38.104090,-122.256640,707.000000,121253.000000,41216.000000,57028.000000,79438815.000000,48871171.000000,America/Los Angeles
SO - 0003952,Distributor,WARE-NBV1002,5/15/2019,8/28/2019,8/31/2019,9/7/2019,USD,23,Douglas Tucker,28,Dharma Ltd,Midwest,59,24,Wall Frames,2.000000,0.050000,1159.100000,498.41,Pasadena,Los Angeles County,CA,California,City,34.147780,-118.144520,626.000000,142250.000000,54536.000000,72402.000000,59524677.000000,377058.000000,America/Los Angeles
SO - 0003953,Online,WARE-PUJ1005,5/15/2019,8/28/2019,9/16/2019,9/17/2019,USD,16,Anthony Berry,16,"3LAB, Ltd",West,272,11,Ornaments,8.000000,0.100000,6197.500000,3594.55,Rochester,Monroe County,NY,New York,City,43.154780,-77.615560,716.000000,209802.000000,85741.000000,30960.000000,92678538.000000,3546651.000000,America/New York
SO - 0003954,Online,WARE-PUJ1005,5/15/2019,8/28/2019,9/9/2019,9/15/2019,USD,18,Shawn Wallace,30,S.S.S. Group,South,307,10,Blankets,3.000000,0.200000,5581.100000,3237.04,Abilene,Jones County/Taylor County,TX,Texas,City,32.454510,-99.738150,325.000000,121721.000000,42348.000000,43189.000000,276322592.000000,14012163.000000,America/Chicago
SO - 0003955,Online,WARE-NBV1002,5/15/2019,8/28/2019,9/16/2019,9/23/2019,USD,13,Todd Roberts,34,OUR Ltd,West,83,17,Furniture Cushions,1.000000,0.100000,1051.900000,862.56,Thousand Oaks,Ventura County,CA,California,City,34.170560,-118.837500,805.000000,129339.000000,45912.000000,100946.000000,142919822.000000,387875.000000,America/Los Angeles
SO - 0003956,In-Store,WARE-NMK1003,5/15/2019,8/28/2019,9/6/2019,9/10/2019,USD,6,Joshua Bennett,26,Mylan Corp,Northeast,167,20,Bar Tools,6.000000,0.050000,221.100000,137.08,Naperville (Township),DuPage County,IL,Illinois,Township,41.766350,-88.200900,630.000000,102708.000000,37133.000000,88282.000000,90385339.000000,2423679.000000,America/Chicago
SO - 0003957,Distributor,WARE-NMK1003,5/15/2019,8/28/2019,9/13/2019,9/22/2019,USD,21,Samuel Fowler,1,Avon Corp,Midwest,95,27,Wreaths,3.000000,0.050000,3879.300000,2366.37,Denver,Denver County,CO,Colorado,City,39.739150,-104.984700,303.000000,682545.000000,275795.000000,53637.000000,397133930.000000,4225831.000000,America/Denver
SO - 0003958,In-Store,WARE-NMK1003,5/15/2019,8/28/2019,9/19/2019,9/20/2019,USD,10,Jonathan Hawkins,47,Niconovum Corp,West,119,12,Dining Furniture,8.000000,0.150000,1139.000000,854.25,Fort Lauderdale,Broward County,FL,Florida,City,26.122310,-80.143380,954.000000,178590.000000,73446.000000,50778.000000,89672308.000000,4372775.000000,America/New York
SO - 0003959,Distributor,WARE-PUJ1005,5/15/2019,8/28/2019,9/8/2019,9/17/2019,USD,24,Roy Rice,33,Trigen ,Midwest,326,20,Bar Tools,5.000000,0.050000,938.000000,590.94,Laredo,Webb County,TX,Texas,City,27.506410,-99.507540,956.000000,255473.000000,66308.000000,39711.000000,261900969.000000,3788915.000000,America/Chicago
SO - 0003960,Online,WARE-NMK1003,5/15/2019,8/29/2019,9/22/2019,9/27/2019,USD,19,Nicholas Cunningham,46,U.S. Ltd,South,128,40,Rugs,1.000000,0.200000,201.000000,166.83,Miramar,Broward County,FL,Florida,City,25.987310,-80.232270,954.000000,137132.000000,38474.000000,65282.000000,76095016.000000,4917826.000000,America/New York
SO - 0003961,Online,WARE-NBV1002,5/15/2019,8/29/2019,9/20/2019,9/30/2019,USD,20,Anthony Torres,3,"Elorac, Corp",West,67,27,Wreaths,4.000000,0.075000,1768.800000,1220.47,Salinas,Monterey County,CA,California,City,36.677740,-121.655500,831.000000,157380.000000,40892.000000,49840.000000,61150707.000000,98696.000000,America/Los Angeles
SO - 0003962,Distributor,WARE-MKL1006,5/15/2019,8/29/2019,9/3/2019,9/5/2019,USD,22,Joe Price,19,Qualitest ,Northeast,356,31,Candleholders,4.000000,0.100000,1715.200000,1337.86,Virginia Beach,Virginia Beach city,VA,Virginia,City,36.852930,-75.977990,757.000000,452745.000000,166242.000000,66634.000000,633821720.000000,654694207.000000,America/New York
SO - 0003963,Distributor,WARE-MKL1006,5/15/2019,8/29/2019,9/21/2019,9/30/2019,USD,23,Douglas Tucker,43,"Exact-Rx, Corp",Midwest,343,6,Computers,1.000000,0.050000,1145.700000,893.65,Waco,McLennan County,TX,Texas,City,31.549330,-97.146670,254.000000,132356.000000,46719.000000,33147.000000,230561142.000000,31850141.000000,America/Chicago
SO - 0003964,In-Store,WARE-NMK1003,5/15/2019,8/30/2019,9/17/2019,9/21/2019,USD,4,Chris Armstrong,6,"PEDIFIX, Corp",Northeast,185,12,Dining Furniture,5.000000,0.050000,3932.900000,2792.36,Indianapolis,Marion County.,IN,Indiana,City,39.778000,-86.145840,317.000000,862781.000000,316037.000000,51682.000000,949109238.000000,16893545.000000,America/Indiana/Indianapolis
SO - 0003965,In-Store,WARE-XYS1001,5/15/2019,8/30/2019,9/5/2019,9/10/2019,USD,10,Jonathan Hawkins,16,"3LAB, Ltd",West,36,8,Cocktail Glasses,1.000000,0.075000,2599.600000,1715.74,Fremont,Alameda County,CA,California,City,37.548270,-121.988570,510.000000,232206.000000,72684.000000,105355.000000,200632984.000000,26291597.000000,America/Los Angeles
SO - 0003966,Distributor,WARE-NMK1003,5/15/2019,8/30/2019,9/23/2019,9/30/2019,USD,22,Joe Price,8,Medsep Group,Northeast,125,39,Floor Lamps,6.000000,0.075000,6478.900000,4664.81,Lehigh Acres,Lee County,FL,Florida,CDP,26.625350,-81.624800,941.000000,106747.000000,31831.000000,40226.000000,239916420.000000,3912093.000000,America/New York
SO - 0003967,In-Store,WARE-PUJ1005,5/15/2019,8/30/2019,9/5/2019,9/15/2019,USD,6,Joshua Bennett,4,ETUDE Ltd,Northeast,270,3,Table Lamps,3.000000,0.075000,1715.200000,977.66,Queens,Queens County,NY,New York,Borough,40.750000,-73.866670,718.000000,2339150.000000,782664.000000,42439.000000,109000000.000000,70000000.000000,America/New York
SO - 0003968,In-Store,WARE-UHY1004,5/15/2019,8/30/2019,9/14/2019,9/20/2019,USD,3,Jerry Green,50,Sundial ,West,223,16,Stemware,1.000000,0.050000,6512.400000,4754.05,Independence,Jackson County/Clay County,MO,Missouri,City,39.085470,-94.352100,816.000000,117255.000000,48313.000000,43472.000000,201595640.000000,1162419.000000,America/Chicago
SO - 0003969,In-Store,WARE-NMK1003,5/15/2019,8/30/2019,9/16/2019,9/18/2019,USD,4,Chris Armstrong,16,"3LAB, Ltd",Northeast,183,23,Accessories,7.000000,0.075000,884.400000,601.39,Evansville,Vanderburgh County,IN,Indiana,City,37.974760,-87.555850,812.000000,119943.000000,51271.000000,35785.000000,122628548.000000,1274315.000000,America/Chicago
SO - 0003970,Online,WARE-NMK1003,5/15/2019,8/30/2019,9/8/2019,9/17/2019,USD,17,Frank Brown,26,Mylan Corp,Northeast,92,17,Furniture Cushions,1.000000,0.075000,1005.000000,613.05,Boulder,Boulder County,CO,Colorado,City,40.014990,-105.270550,303.000000,107349.000000,42165.000000,58484.000000,64333756.000000,2612601.000000,America/Denver
SO - 0003971,In-Store,WARE-MKL1006,5/15/2019,8/30/2019,9/27/2019,10/1/2019,USD,11,Joshua Little,10,21st Ltd,South,333,13,Bakeware,6.000000,0.050000,174.200000,134.13,Odessa,Midland County/Ector County,TX,Texas,City,31.883780,-102.341060,432.000000,118968.000000,39057.000000,59337.000000,117009169.000000,667150.000000,America/Chicago
SO - 0003972,Online,WARE-UHY1004,5/15/2019,8/30/2019,9/25/2019,10/1/2019,USD,18,Shawn Wallace,12,Medline ,South,235,25,TV and video,5.000000,0.400000,1005.000000,743.70,Raleigh,Durham County/Wake County,NC,North Carolina,City,35.830600,-78.641770,919.000000,451066.000000,170366.000000,55398.000000,375740493.000000,2876470.000000,America/New York
SO - 0003973,Online,WARE-XYS1001,5/15/2019,8/30/2019,9/19/2019,9/26/2019,USD,20,Anthony Torres,4,ETUDE Ltd,West,2,28,Phones,3.000000,0.075000,6170.700000,4998.27,Huntsville,Limestone County/Madison County,AL,Alabama,City,34.699010,-86.672980,256.000000,190582.000000,78554.000000,48775.000000,552604579.000000,3452021.000000,America/Chicago
SO - 0003974,Distributor,WARE-NBV1002,5/15/2019,8/30/2019,9/3/2019,9/12/2019,USD,25,Patrick Graham,9,Ei ,South,60,4,Serveware,7.000000,0.050000,187.600000,133.20,Pomona,Los Angeles County,CA,California,City,34.055290,-117.752280,909.000000,153266.000000,39378.000000,49186.000000,59446734.000000,26188.000000,America/Los Angeles
SO - 0003975,In-Store,WARE-XYS1001,5/15/2019,8/31/2019,9/6/2019,9/8/2019,USD,2,Keith Griffin,31,Uriel Group,Northeast,45,1,Cookware,5.000000,0.050000,234.500000,98.49,Jurupa Valley,Riverside County,CA,California,City,34.002590,-117.467610,951.000000,100314.000000,24839.000000,57749.000000,111216400.000000,1914744.000000,America/Los Angeles
SO - 0003976,Online,WARE-NMK1003,5/15/2019,8/31/2019,9/20/2019,9/27/2019,USD,18,Shawn Wallace,48,"Fenwal, Corp",South,145,31,Candleholders,3.000000,0.050000,1092.100000,655.26,Savannah,Chatham County,GA,Georgia,City,32.083540,-81.099830,912.000000,145674.000000,52798.000000,36466.000000,268318796.000000,13908113.000000,America/New York
SO - 0003977,Wholesale,WARE-PUJ1005,5/15/2019,8/31/2019,9/10/2019,9/17/2019,USD,28,Carlos Miller,10,21st Ltd,West,296,18,Basketball,6.000000,0.400000,1031.800000,784.17,Providence,Providence County,RI,Rhode Island,City,41.823990,-71.412830,401.000000,179207.000000,61481.000000,37501.000000,47655935.000000,5618032.000000,America/New York
SO - 0003978,In-Store,WARE-PUJ1005,5/15/2019,8/31/2019,9/21/2019,9/30/2019,USD,7,Shawn Cook,7,New Ltd,Midwest,303,23,Accessories,5.000000,0.300000,221.100000,128.24,Knoxville,Knox County,TN,Tennessee,City,35.960640,-83.920740,865.000000,185291.000000,81073.000000,34226.000000,255161763.000000,14631856.000000,America/New York
SO - 0003979,In-Store,WARE-NBV1002,5/15/2019,8/31/2019,9/25/2019,10/5/2019,USD,11,Joshua Little,47,Niconovum Corp,South,71,36,Clocks,5.000000,0.300000,268.000000,227.80,San Francisco,San Francisco County,CA,California,City,37.775000,-122.419440,415.000000,864816.000000,353287.000000,81294.000000,121455687.000000,479136515.000000,America/Los Angeles
SO - 0003980,Online,WARE-NBV1002,5/15/2019,8/31/2019,9/17/2019,9/21/2019,USD,16,Anthony Berry,34,OUR Ltd,West,87,41,Collectibles,8.000000,0.050000,214.400000,165.09,Visalia,Tulare County,CA,California,City,36.330230,-119.292060,559.000000,130104.000000,41730.000000,52157.000000,97057436.000000,51434.000000,America/Los Angeles
SO - 0003981,Online,WARE-NMK1003,5/15/2019,8/31/2019,9/17/2019,9/27/2019,USD,16,Anthony Berry,11,Apollo Ltd,West,132,31,Candleholders,1.000000,0.075000,174.200000,109.75,Pompano Beach,Broward County,FL,Florida,City,26.237860,-80.124770,954.000000,107762.000000,41422.000000,41321.000000,62261002.000000,1737713.000000,America/New York
SO - 0003982,Distributor,WARE-NBV1002,5/15/2019,9/1/2019,9/27/2019,10/1/2019,USD,22,Joe Price,33,Trigen ,Northeast,62,8,Cocktail Glasses,5.000000,0.050000,5105.400000,2042.16,Rialto,San Bernardino County,CA,California,City,34.106400,-117.370320,909.000000,103132.000000,25199.000000,50971.000000,57824783.000000,36883.000000,America/Los Angeles
SO - 0003983,Online,WARE-NMK1003,5/15/2019,9/1/2019,9/27/2019,10/5/2019,USD,15,Roger Alexander,45,Nipro ,Midwest,149,22,Wine Storage,7.000000,0.150000,3209.300000,1347.91,Des Moines,Warren County/Polk County,IA,Iowa,City,41.572590,-93.610240,515.000000,210330.000000,81717.000000,46290.000000,230329944.000000,4657227.000000,America/Chicago
SO - 0003984,In-Store,WARE-XYS1001,5/15/2019,9/1/2019,9/26/2019,10/4/2019,USD,6,Joshua Bennett,23,E. Ltd,Northeast,47,42,Bean Bags,8.000000,0.075000,1996.600000,1697.11,Long Beach,Los Angeles County,CA,California,City,33.766960,-118.189230,562.000000,474140.000000,164406.000000,52783.000000,130317967.000000,3004950.000000,America/Los Angeles
SO - 0003985,Distributor,WARE-NMK1003,5/15/2019,9/1/2019,9/6/2019,9/15/2019,USD,25,Patrick Graham,7,New Ltd,South,131,27,Wreaths,2.000000,0.100000,3470.600000,2950.01,Pembroke Pines,Broward County,FL,Florida,City,26.003150,-80.223940,954.000000,166611.000000,56171.000000,61279.000000,85539498.000000,5033092.000000,America/New York
SO - 0003986,In-Store,WARE-NMK1003,5/15/2019,9/1/2019,9/20/2019,9/25/2019,USD,11,Joshua Little,27,Wuxi Group,South,159,35,Table Linens,6.000000,0.050000,5768.700000,4384.21,Elgin (Township),Kane County,IL,Illinois,Township,42.026100,-88.318220,847.000000,104288.000000,33089.000000,63609.000000,82722594.000000,1676406.000000,America/Chicago
SO - 0003987,In-Store,WARE-XYS1001,5/15/2019,9/1/2019,9/17/2019,9/19/2019,USD,3,Jerry Green,33,Trigen ,West,35,2,Photo Frames,4.000000,0.075000,4020.000000,2371.80,Fontana,San Bernardino County,CA,California,City,34.092230,-117.435050,909.000000,207460.000000,49975.000000,64824.000000,111418803.000000,0.000000,America/Los Angeles
SO - 0003988,Online,WARE-PUJ1005,5/15/2019,9/1/2019,9/20/2019,9/28/2019,USD,18,Shawn Wallace,9,Ei ,South,321,22,Wine Storage,7.000000,0.150000,2572.800000,1183.49,Garland,Rockwall County/Collin County/Dallas County,TX,Texas,City,32.909830,-96.630330,972.000000,236897.000000,74912.000000,51970.000000,147728408.000000,324680.000000,America/Chicago
SO - 0003989,In-Store,WARE-MKL1006,5/15/2019,9/1/2019,9/26/2019,9/30/2019,USD,12,Carl Nguyen,12,Medline ,Midwest,337,11,Ornaments,4.000000,0.075000,3169.100000,1331.02,Richardson,Collin County/Dallas County,TX,Texas,City,32.972290,-96.708070,972.000000,110815.000000,40020.000000,72427.000000,73982785.000000,234329.000000,America/Chicago
SO - 0003990,Online,WARE-UHY1004,5/15/2019,9/1/2019,9/4/2019,9/8/2019,USD,13,Todd Roberts,34,OUR Ltd,West,209,44,Pillows,1.000000,0.050000,1112.200000,589.47,Springfield,Hampden County,MA,Massachusetts,City,42.101480,-72.589810,413.000000,154341.000000,55644.000000,34728.000000,82538680.000000,3142825.000000,America/New York
SO - 0003991,In-Store,WARE-NMK1003,5/15/2019,9/1/2019,9/26/2019,10/3/2019,USD,4,Chris Armstrong,8,Medsep Group,Northeast,171,10,Blankets,7.000000,0.150000,1072.000000,482.40,Peoria City,Peoria County,IL,Illinois,Township,40.744950,-89.609640,309.000000,104291.000000,43267.000000,42041.000000,104884817.000000,5748402.000000,America/Chicago
